width,depth,one_gates,two_gates,Dp1,Dp2,Dp3,P,O,F,S,ideal_prob
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,1.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.05,0.052,0.95,5.0,0.255
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,4.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,5.0,0.002
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.009,0.009,0.991,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.011,0.011,0.989,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.008,0.008,0.992,3.0,0.002
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,7.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.012,0.012,0.988,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.046,0.049,0.954,6.0,0.237
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,3.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.008,0.008,0.992,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,6.0,0.003
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,6.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,7.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.008,0.008,0.992,7.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,1.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.008,0.008,0.992,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.013,0.013,0.987,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,7.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.011,0.011,0.989,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,0.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.007,0.007,0.993,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.008,0.008,0.992,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,6.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.009,0.009,0.991,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,0.002
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,5.0,0.002
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,6.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,2.0,0.002
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,1.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.014,0.014,0.986,4.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,1.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,1.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,3.0,0.002
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,8.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,7.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.005,0.005,0.995,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.004,0.004,0.996,7.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,0.001
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.006,0.006,0.994,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,2.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,6.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,1.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,5.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,7.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.002,0.002,0.998,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.003,0.003,0.997,4.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,3.0,-1.0
16.0,770.0,1946.0,209.0,0.461,0.646,0.847,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,2.0,0.001
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.013,0.013,0.987,6.0,0.208
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,6.0,0.007
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,6.0,0.001
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,2.0,0.001
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.018,0.018,0.982,3.0,0.214
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.005,0.005,0.995,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.006,0.006,0.994,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.006,0.006,0.994,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.003,0.003,0.997,3.0,0.002
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.006,0.006,0.994,4.0,0.001
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,1.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.006,0.006,0.994,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.008,0.008,0.992,6.0,0.016
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,7.0,0.001
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,5.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,6.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,4.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,5.0,0.001
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.004,0.004,0.996,2.0,0.002
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.002,0.002,0.998,3.0,-1.0
18.0,881.0,2485.0,270.0,0.533,0.715,0.924,0.001,0.001,0.999,2.0,-1.0
