width,depth,gate_counts_1q,gate_counts_2q,Dp1,Dp2,Dp3,POS,POF,ODR,target
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.018,0.982,0.019,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.006,0.994,0.006,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.015,0.985,0.015,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.011,0.989,0.012,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.002,0.998,0.002,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.002,0.998,0.002,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.01,0.99,0.01,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.002,0.998,0.002,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.003,0.997,0.003,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
10,8,3,4,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.001,0.999,0.001,-1.0
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.124,0.876,0.142,0.10888671875
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.125,0.875,0.143,0.11328125
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.128,0.872,0.147,0.13671875
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.119,0.881,0.135,0.12646484375
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.119,0.881,0.135,0.12890625
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.128,0.872,0.146,0.11962890625
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.13,0.87,0.15,0.12841796875
6,12,9,3,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.126,0.874,0.144,0.1376953125
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.059,0.941,0.062,0.06005859375
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.061,0.939,0.065,0.0546875
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.066,0.934,0.07,0.0556640625
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.066,0.934,0.07,0.0732421875
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.063,0.937,0.068,0.0546875
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.059,0.941,0.063,0.06591796875
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.058,0.942,0.062,0.0615234375
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.06,0.94,0.064,0.0625
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.062,0.938,0.066,0.056640625
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.063,0.937,0.067,0.0654296875
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.062,0.938,0.067,0.0654296875
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.063,0.937,0.067,0.0712890625
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.065,0.935,0.069,0.06494140625
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.064,0.936,0.068,0.0703125
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.067,0.933,0.071,0.056640625
8,16,12,4,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.062,0.938,0.066,0.06103515625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.03,0.97,0.031,0.0302734375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.028,0.972,0.029,0.0341796875
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.027,0.973,0.028,0.02734375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.03,0.97,0.031,0.03173828125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.034,0.03564453125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.035,0.965,0.036,0.02734375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.031,0.969,0.032,0.03173828125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.035,0.965,0.036,0.033203125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.027,0.973,0.028,0.029296875
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.031,0.969,0.031,0.0302734375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.034,0.033203125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,0.03125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.03,0.97,0.03,0.0400390625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.031,0.969,0.032,0.03369140625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,0.0263671875
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.034,0.0361328125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.034,0.0322265625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.031,0.969,0.032,0.03271484375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.031,0.969,0.032,0.02587890625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.035,0.965,0.036,0.02587890625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,0.03271484375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.029,0.971,0.03,0.02734375
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.029,0.971,0.03,0.02978515625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,0.025390625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.03,0.97,0.031,0.03515625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.035,0.0263671875
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.028,0.972,0.029,0.02783203125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.034,0.0322265625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,0.0322265625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.029,0.971,0.03,0.04150390625
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.034,0.966,0.036,0.02783203125
10,14,15,5,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,0.033203125
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.112,0.888,0.126,0.19873046875
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.049,0.951,0.051,0.0029296875
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.048,0.952,0.051,0.04931640625
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.068,0.932,0.073,0.0341796875
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.035,0.965,0.037,0.0048828125
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.117,0.883,0.133,0.1875
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.037,0.963,0.039,0.0107421875
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.042,0.958,0.044,0.0078125
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.044,0.956,0.046,-1.0
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.039,0.961,0.041,0.009765625
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.126,0.874,0.144,0.23876953125
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.035,0.965,0.037,-1.0
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.05,0.95,0.053,0.01318359375
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.036,0.964,0.038,0.0087890625
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.044,0.956,0.046,0.03515625
8,24,34,12,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.116,0.884,0.132,0.1982421875
4,4,4,0,0.17571762812291372,0.17379933108422252,0.17615753250831898,0.486,0.514,0.947,0.5126953125
4,4,4,0,0.17571762812291372,0.17379933108422252,0.17615753250831898,0.018,0.982,0.019,-1.0
4,4,4,0,0.17571762812291372,0.17379933108422252,0.17615753250831898,0.477,0.523,0.911,0.4873046875
4,4,4,0,0.17571762812291372,0.17379933108422252,0.17615753250831898,0.019,0.981,0.019,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.653,0.347,1.945,1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.058,0.942,0.061,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.03,0.97,0.031,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.032,0.968,0.033,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.069,0.931,0.075,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.04,0.96,0.042,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.039,0.961,0.041,-1.0
6,22,20,9,0.22763463732415537,0.22670633468278772,0.2241945457706292,0.079,0.921,0.085,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.048,0.952,0.05,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.068,0.932,0.073,0.005859375
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.07,0.93,0.075,0.009765625
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.068,0.932,0.073,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.068,0.932,0.073,0.01171875
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.066,0.934,0.071,0.00927734375
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.097,0.903,0.108,0.94580078125
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.051,0.949,0.053,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.063,0.937,0.067,0.005859375
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.066,0.934,0.071,0.00634765625
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.054,0.946,0.057,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.054,0.946,0.057,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.062,0.938,0.066,0.00537109375
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.057,0.943,0.061,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.055,0.945,0.059,-1.0
8,93,86,52,0.28241010477773476,0.2811572587504785,0.28159145821985904,0.052,0.948,0.054,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.019,0.981,0.019,0.00146484375
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.041,0.959,0.043,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.033,0.967,0.034,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.039,0.961,0.041,0.001953125
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.035,0.965,0.036,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.07,0.93,0.075,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.041,0.959,0.042,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.032,0.968,0.033,-1.0
10,313,235,174,0.31583228890121495,0.31811198988383393,0.31758703288553397,0.027,0.973,0.028,-1.0
